city,state_name,density
Herod,Illinois,3.5
Plattville,Illinois,40
Woodland,Illinois,261
Brookport,Illinois,539
Enfield,Illinois,184
White Hall,Illinois,355
Sterling,Illinois,976
Lombard,Illinois,1649
Sandwich,Illinois,602
Nebo,Illinois,291
Rockdale,Illinois,941
Kirkwood,Illinois,289
Adair,Illinois,265.1
Radom,Illinois,78
Bement,Illinois,804
Williamsfield,Illinois,168
Saint Libory,Illinois,274
Goreville,Illinois,152
Grantfork,Illinois,432
Troy,Illinois,742
Savoy,Illinois,1002
Wenona,Illinois,506
Waltonville,Illinois,139
Chapin,Illinois,192
Walnut,Illinois,624
Orland Hills,Illinois,2411
Kilbourne,Illinois,122
East Saint Louis,Illinois,739
Swansea,Illinois,809
Chillicothe,Illinois,462
Vienna,Illinois,229
East Galesburg,Illinois,222
Bridgeview,Illinois,1520
Wilmington,Illinois,234
San Jose,Illinois,471
Stonefort,Illinois,76
Ripley,Illinois,84
Forsyth,Illinois,440
Timberlane,Illinois,207
Sherrard,Illinois,248
Palos Hills,Illinois,1578
Seneca,Illinois,133
Geneseo,Illinois,543
East Cape Girardeau,Illinois,61
Moline,Illinois,973
South Barrington,Illinois,259
Middletown,Illinois,495
West Dundee,Illinois,762
Lewistown,Illinois,426
Carbondale,Illinois,578
Oblong,Illinois,483
Penfield,Illinois,285.1
Bowen,Illinois,419
Wheeler,Illinois,97
Stolle,Illinois,99.8
Sawyerville,Illinois,103
Bartlett,Illinois,1013
West Chicago,Illinois,692
Chemung,Illinois,177
Rantoul,Illinois,580
Villa Grove,Illinois,634
Union Hill,Illinois,480
Stockton,Illinois,388
Strawn,Illinois,71
Leland Grove,Illinois,919
Ava,Illinois,228
Wamac,Illinois,311
Ridge Farm,Illinois,105
Granville,Illinois,525
Plato Center,Illinois,63.8
Lerna,Illinois,914
Williams Park,Illinois,739.7
Springfield,Illinois,736
Ashkum,Illinois,343
Ladd,Illinois,396
Watseka,Illinois,615
Saint Charles,Illinois,861
Redmon,Illinois,414
Watson,Illinois,255
Mount Carroll,Illinois,309
Omaha,Illinois,113
Roscoe,Illinois,393
Macedonia,Illinois,88
Plymouth,Illinois,327
Pekin,Illinois,864
Dorchester,Illinois,76
New Haven,Illinois,124
New Berlin,Illinois,449
Fandon,Illinois,32.9
Loxa,Illinois,16.4
Melvin,Illinois,486
Carol Stream,Illinois,1689
Delafield,Illinois,37.8
Idylside,Illinois,1910.4
Wayne,Illinois,163
Virden,Illinois,694
Kaneville,Illinois,603
Westchester,Illinois,1724
New Baden,Illinois,694
Sainte Marie,Illinois,83
Toluca,Illinois,472
Ware,Illinois,35.1
Hoyleton,Illinois,257
Bentley,Illinois,89
Wenonah,Illinois,8
Oakford,Illinois,428
Bonnie,Illinois,122
Hawthorn Woods,Illinois,403
Trimble,Illinois,67.3
Moweaqua,Illinois,378
Rentchler,Illinois,27.4
Crossville,Illinois,423
Buda,Illinois,195
Steeleville,Illinois,496
Godley,Illinois,258
Buckingham,Illinois,438
Park City,Illinois,2503
Maeystown,Illinois,207
Huntley,Illinois,731
Herald,Illinois,11.2
Arthur,Illinois,659
Willisville,Illinois,595
Hinsdale,Illinois,1481
Medora,Illinois,405
Leonore,Illinois,539
Lyons,Illinois,1869
Grandwood Park,Illinois,907.7
Saint Augustine,Illinois,74
Skokie,Illinois,2454
Milledgeville,Illinois,540
Forrest,Illinois,664
Spring Grove,Illinois,251
Northlake,Illinois,1507
Wedges Corner,Illinois,186.5
Canton,Illinois,681
Richmond,Illinois,174
Johnsburg,Illinois,344
Louisville,Illinois,503
Shawneetown,Illinois,640
Depue,Illinois,779.2
Columbus,Illinois,147
Niles,Illinois,1947
Junction City,Illinois,267
Beaverville,Illinois,471
Geff,Illinois,272.1
Braidwood,Illinois,448
Prairie View,Illinois,1231.2
Greenfield,Illinois,226
Baileyville,Illinois,256
Byron,Illinois,389
Hodgkins,Illinois,283
Billett,Illinois,35.7
Ina,Illinois,370
Cahokia,Illinois,559
New Holland,Illinois,350
Nora,Illinois,53
Pyatts,Illinois,6.4
Glasgow,Illinois,51
Royal Lakes,Illinois,146.4
Hartland,Illinois,46.1
Raymond,Illinois,278
Mounds,Illinois,228
Lake of the Woods,Illinois,575.1
Sparland,Illinois,255
Boulder Hill,Illinois,3112.8
Broughton,Illinois,36
Hanover,Illinois,269
Compton,Illinois,669
Mackinaw,Illinois,551
Oak Park,Illinois,4293
Ullin,Illinois,56
Port Barrington,Illinois,517
East Dundee,Illinois,444
White City,Illinois,72
Hollowayville,Illinois,651
Jeisyville,Illinois,324
Ingraham,Illinois,16.8
Dixon,Illinois,791
Green Rock,Illinois,610.5
Smithboro,Illinois,67
Smithfield,Illinois,185
Wildwood,Illinois,1923.5
East Moline,Illinois,559
South Beloit,Illinois,503
Monticello,Illinois,562
Kempton,Illinois,386
Herrin,Illinois,511
Marietta,Illinois,153
Carmi,Illinois,766
Hamburg,Illinois,89
Merrionette Park,Illinois,1937
Brussels,Illinois,92
Sims,Illinois,79
Tampico,Illinois,741
Edinburg,Illinois,637
Momence,Illinois,774
Thompsonville,Illinois,100
Seward,Illinois,99.6
Green Oaks,Illinois,376
Table Grove,Illinois,533
Highland Hills,Illinois,2145.2
Hollywood Heights,Illinois,345.3
Holbrook,Illinois,1173.1
Newton,Illinois,526
Lomax,Illinois,153
Polo,Illinois,630
Effingham,Illinois,478
French Village,Illinois,87.1
Richton Park,Illinois,1311
Bishop Hill,Illinois,88
Argenta,Illinois,528
Machesney Park,Illinois,691
Farina,Illinois,133
Good Hope,Illinois,492
Aptakisic,Illinois,322.6
Scottville,Illinois,43
Mound City,Illinois,299
Ledford,Illinois,56.9
Ridgefield,Illinois,244.4
Bolingbrook,Illinois,1178
Yates City,Illinois,520
Highland Park,Illinois,938
Jewett,Illinois,84
Palos Heights,Illinois,1268
Chana,Illinois,180.5
Sidell,Illinois,243
Rose Hill,Illinois,48
Batavia,Illinois,979
Kildeer,Illinois,368
Annawan,Illinois,167
Hidalgo,Illinois,120
Homewood,Illinois,1413
Sailor Springs,Illinois,144
Ashmore,Illinois,349
Saint Johns,Illinois,111
Elkhart,Illinois,103
Alhambra,Illinois,337
Ford Heights,Illinois,541
Belgium,Illinois,346
Campbell Hill,Illinois,298
Ottawa,Illinois,556
Sesser,Illinois,719
Tonica,Illinois,206
Tinley Park,Illinois,1357
West City,Illinois,156
Shiloh,Illinois,460
Oliver,Illinois,13
Olivet,Illinois,226.7
Pierron,Illinois,261
Clear Lake,Illinois,815
Reno,Illinois,30.1
Mendon,Illinois,423
Edgewood,Illinois,165
Phillipstown,Illinois,59
Adeline,Illinois,118
Grafton,Illinois,66
Bluffs,Illinois,288
Virginia,Illinois,484
Allendale,Illinois,575
Cantrall,Illinois,198
Hazel Dell,Illinois,28.9
Loves Park,Illinois,549
Woodhull,Illinois,366
Lafayette,Illinois,96
Sorento,Illinois,330
Lake Bluff,Illinois,536
Southern View,Illinois,1184
Ivanhoe,Illinois,166.5
Reynolds,Illinois,537
Colfax,Illinois,720
West Jersey,Illinois,33
Norris,Illinois,279
Gridley,Illinois,443
Waukegan,Illinois,1396
Palestine,Illinois,635
Kirkland,Illinois,542
Henderson,Illinois,356
Nason,Illinois,98
Roodhouse,Illinois,584
Caseyville,Illinois,217
Kangley,Illinois,349
Paxton,Illinois,552
Oak Grove,Illinois,360
Chicago Heights,Illinois,1132
Minier,Illinois,679
North Barrington,Illinois,246
Stewardson,Illinois,466
South Elgin,Illinois,1240
Big Rock,Illinois,103
Pana,Illinois,557
Marion,Illinois,416
Itasca,Illinois,729
Makanda,Illinois,39
Rock Falls,Illinois,864
Rochester,Illinois,591
McLeansboro,Illinois,372
Parkersburg,Illinois,94
Knoxville,Illinois,459
Downers Grove,Illinois,1318
Mulberry Grove,Illinois,228
Valley City,Illinois,23
Morrison,Illinois,618
Lake Holiday,Illinois,536.2
Pontiac,Illinois,556
Hoopeston,Illinois,535
Donnellson,Illinois,236
Oregon,Illinois,692
Joppa,Illinois,263
Cambria,Illinois,362
Sigel,Illinois,487
Colchester,Illinois,509
Rock Island,Illinois,872
Rossville,Illinois,347
Shumway,Illinois,230
Kingston Mines,Illinois,77
Bridgeport,Illinois,640
Browning,Illinois,158
Ridott,Illinois,588
Dana,Illinois,269
Beason,Illinois,176
La Harpe,Illinois,331
Curran,Illinois,38
Park Forest,Illinois,1687
Dawson,Illinois,214
Mascoutah,Illinois,324
Schiller Park,Illinois,1622
La Grange,Illinois,2384
Sidney,Illinois,748
Panama,Illinois,349
Schaumburg,Illinois,1485
Springerton,Illinois,322
McHenry,Illinois,711
Pontoosuc,Illinois,37
Metcalf,Illinois,98
Robbins,Illinois,1461
Stronghurst,Illinois,350
Princeton,Illinois,364
Diamond Lake,Illinois,1734.2
Oak Run,Illinois,59.3
Rutland,Illinois,171
Sumner,Illinois,889
Darmstadt,Illinois,113.2
Colp,Illinois,612
Northbrook,Illinois,974
Saint David,Illinois,699
Salem,Illinois,398
Greenwood,Illinois,51
Palmyra,Illinois,257
Shannon,Illinois,567
Bismarck,Illinois,286
Oakley,Illinois,63.4
Pulaski,Illinois,54
Rochelle,Illinois,272
Viola,Illinois,414
Woodridge,Illinois,1348
Elliott,Illinois,217
Oak Lawn,Illinois,2526
Steger,Illinois,1070
Dongola,Illinois,245
New Douglas,Illinois,112
Witt,Illinois,236
Vermont,Illinois,197
Mapleton,Illinois,112
White Heath,Illinois,344.4
Raleigh,Illinois,66
Pearl City,Illinois,479
Oswego,Illinois,902
Mazon,Illinois,635
Lanark,Illinois,464
Mount Olive,Illinois,660
New Canton,Illinois,175
Roanoke,Illinois,825
Albany,Illinois,314
Mount Sterling,Illinois,669
Rockwood,Illinois,71
Bourbon,Illinois,46.7
Capron,Illinois,675
Pistakee Highlands,Illinois,800.5
Wilmette,Illinois,1959
Timewell,Illinois,43
Champaign,Illinois,1480
Christopher,Illinois,666
Berkeley,Illinois,1414
Marine,Illinois,513
Muddy,Illinois,83
Belknap,Illinois,37
Keeneyville,Illinois,423.4
University Park,Illinois,251
East Hazel Crest,Illinois,751
Alpha,Illinois,776
East Carondelet,Illinois,155
Harlem,Illinois,732.7
Campton Hills,Illinois,257
Bradley,Illinois,857
Colona,Illinois,521
Dakota,Illinois,637
Herrick,Illinois,454
Lake Petersburg,Illinois,156.6
Assumption,Illinois,479
Langleyville,Illinois,428.6
Muncie,Illinois,297
Port Byron,Illinois,255
Glen Ellyn,Illinois,1604
Kaskaskia,Illinois,46
Odin,Illinois,396
Goodwine,Illinois,22.1
Washington Park,Illinois,602
Sciota,Illinois,69
Hennepin,Illinois,51
Farmer City,Illinois,318
Davis,Illinois,571
Shobonier,Illinois,163.7
Alvin,Illinois,92.3
Olympia Fields,Illinois,641
Winnetka,Illinois,1265
Elizabethtown,Illinois,155
Gillespie,Illinois,817
Murphysboro,Illinois,563
Carthage,Illinois,394
Urbana,Illinois,1373
Hindsboro,Illinois,381
Perry,Illinois,390
Arcola,Illinois,557
Johnston City,Illinois,638
Elmwood Park,Illinois,4964
Boulder,Illinois,16.6
Findlay,Illinois,269
Lake Villa,Illinois,516
Walshville,Illinois,95
Como,Illinois,194
Grand Chain,Illinois,121.3
Latham Park,Illinois,266.4
Kankakee,Illinois,674
Franklin,Illinois,302
Ashton,Illinois,534
Mark,Illinois,183
Cherry Valley,Illinois,142
McNabb,Illinois,512
Patoka,Illinois,195
Hometown,Illinois,3445
Ohlman,Illinois,128
Parnell,Illinois,12.5
Florence,Illinois,70
Opdyke,Illinois,125.7
Batchtown,Illinois,41
Eldorado,Illinois,615
Hampshire,Illinois,273
Altamont,Illinois,621
Huey,Illinois,289
Manhattan,Illinois,455
Versailles,Illinois,190
East Dubuque,Illinois,227
Coal Valley,Illinois,527
Twin Grove,Illinois,106.9
Burr Ridge,Illinois,591
Tamaroa,Illinois,243
Lily Lake,Illinois,146
Lincolnwood,Illinois,1790
Holiday Shores,Illinois,791.4
Wauconda,Illinois,1045
Stanford,Illinois,341
Preston Heights,Illinois,1506.7
Riverdale,Illinois,1441
Simpson,Illinois,44
Limestone,Illinois,227
Midland City,Illinois,28.1
Robinson,Illinois,607
Addieville,Illinois,88
Crete,Illinois,326
Shabbona,Illinois,279
Oakland,Illinois,405
Warsaw,Illinois,89
South Wilmington,Illinois,448
Saint Jacob,Illinois,618
Channel Lake,Illinois,393.5
Bluffside,Illinois,37.6
Bureau,Illinois,133.5
Crestwood,Illinois,1374
McCullom Lake,Illinois,1039
Prairie Grove,Illinois,126
Genoa,Illinois,823
La Moille,Illinois,222
Lakewood Shores,Illinois,683.1
London Mills,Illinois,212
Calvin,Illinois,20.2
Harristown,Illinois,273
Chesterfield,Illinois,127
Triumph,Illinois,140.1
Morrisonville,Illinois,379
Dennison,Illinois,38.7
Iola,Illinois,53
Tallula,Illinois,343
Bartonville,Illinois,294
Fairview Heights,Illinois,560
Gilman,Illinois,292
Winchester,Illinois,506
Bellflower,Illinois,367
Crystal Lawns,Illinois,765.5
New Hartford,Illinois,23.4
Tunnel Hill,Illinois,16.6
Zion,Illinois,944
Bellmont,Illinois,322
Hammond,Illinois,247
Thawville,Illinois,297
Cowden,Illinois,557
Brownstown,Illinois,369
West Salem,Illinois,213
North Glen Ellyn,Illinois,969
Venedy,Illinois,179
Old Ripley,Illinois,257
Eastwood Manor,Illinois,656.6
Grandview,Illinois,1606
Energy,Illinois,370
Tiskilwa,Illinois,659
Del Mar Woods,Illinois,247.7
Strasburg,Illinois,319
Sublette,Illinois,473
Franklin Grove,Illinois,763
South Pekin,Illinois,853
Magnolia,Illinois,295
Sauget,Illinois,13
Gages Lake,Illinois,1139.9
Creal Springs,Illinois,208
Fox River Grove,Illinois,1031
Grand Detour,Illinois,188.4
Shorewood,Illinois,843
Lena,Illinois,410
Calumet City,Illinois,1969
Millburn,Illinois,154.9
Belle Prairie City,Illinois,44
Boody,Illinois,67.1
Chatsworth,Illinois,161
Glencoe,Illinois,924
Marquette Heights,Illinois,1050
Wheaton,Illinois,1824
Long Point,Illinois,448
Savanna,Illinois,420
Albion,Illinois,343
Hinckley,Illinois,933
Balcom,Illinois,46.5
Imbs,Illinois,38.6
Amboy,Illinois,143
Elvaston,Illinois,75
New Grand Chain,Illinois,69
North Park,Illinois,1095.4
Freeman Spur,Illinois,276
De Land,Illinois,404
Annapolis,Illinois,32.4
Poplar Grove,Illinois,256
Hecker,Illinois,730
Utica,Illinois,316.1
Wedron,Illinois,243.3
Ivesdale,Illinois,120
West York,Illinois,168.2
Villa Park,Illinois,1785
Williamson,Illinois,56
Eldred,Illinois,545
Clayton,Illinois,326
Ridgway,Illinois,334
Holiday Hills,Illinois,237
Philo,Illinois,667
Ringwood,Illinois,82
Maunie,Illinois,322
Alexis,Illinois,645
Summerfield,Illinois,314
Schram City,Illinois,293
Wheeling,Illinois,1716
Hooppole,Illinois,221
Fairmont,Illinois,1529.3
Bethalto,Illinois,478
Kings,Illinois,209.3
Wilson,Illinois,471.8
Symerton,Illinois,753
Ursa,Illinois,338
North Riverside,Illinois,1541
Esmond,Illinois,20.3
Ashley,Illinois,173
Topeka,Illinois,200
Woodworth,Illinois,13.1
Kewanee,Illinois,717
Prairie du Rocher,Illinois,381
Bedford Park,Illinois,38
Lovington,Illinois,511
Gard,Illinois,74.7
Illinois City,Illinois,31.4
Franklin Park,Illinois,1458
Cerro Gordo,Illinois,671
Highwood,Illinois,2854
Liberty,Illinois,512
Chesterville,Illinois,69.1
Junction,Illinois,51
Claremont,Illinois,82
Knollwood,Illinois,741
Glasford,Illinois,420
Vera,Illinois,50.8
Bulpitt,Illinois,1156
Bartelso,Illinois,578
East Peoria,Illinois,435
Foosland,Illinois,565
Coulterville,Illinois,621
Wilton Center,Illinois,67.1
Saint Francisville,Illinois,332
Trout Valley,Illinois,469
Buffalo,Illinois,512
Lake Summerset,Illinois,458.2
Chebanse,Illinois,323
Brownfield,Illinois,20.2
Dayton,Illinois,215.3
Gilberts,Illinois,562
Bluford,Illinois,178
Wadsworth,Illinois,148
Allenville,Illinois,93
Crest Hill,Illinois,897
Haldane,Illinois,30.2
Davis Junction,Illinois,209
Gibson City,Illinois,545
Winfield,Illinois,1223
Delavan,Illinois,441
Meadowbrook,Illinois,563.6
Reevesville,Illinois,34.3
Hutsonville,Illinois,331
Mill Creek,Illinois,65
Lincoln,Illinois,833
Borton,Illinois,28.2
Blue Island,Illinois,2215
Xenia,Illinois,273
Saint Anne,Illinois,588
Tremont,Illinois,875
Flat Rock,Illinois,142
Hastings,Illinois,382.6
Swanwick,Illinois,56.2
Glendale Heights,Illinois,2448
Auburn,Illinois,440
Catlin,Illinois,909
Brimfield,Illinois,406
Lawndale,Illinois,62
New Boston,Illinois,269
Sun River Terrace,Illinois,344
Dieterich,Illinois,201
Maple Park,Illinois,246
Patterson,Illinois,56.7
Alton,Illinois,667
Winnebago,Illinois,595
Matherville,Illinois,663
Tennessee,Illinois,97
Manlius,Illinois,428
La Grange Park,Illinois,2324
Nokomis,Illinois,633
Decatur,Illinois,658
Sheridan,Illinois,525
Worden,Illinois,563
Aroma Park,Illinois,144
Tower Hill,Illinois,225
Raritan,Illinois,490
Seatonville,Illinois,238
Romeoville,Illinois,804
Matteson,Illinois,805
Stone Park,Illinois,5497
Garden Prairie,Illinois,364.5
Roachtown,Illinois,58.1
Loami,Illinois,277
Sadorus,Illinois,151
Palos Park,Illinois,294
Cottonwood,Illinois,10.5
Elco,Illinois,69.4
Carbon Hill,Illinois,709
Carlyle,Illinois,363
Paris,Illinois,563
New Athens,Illinois,351
Goodfield,Illinois,217
Evergreen Park,Illinois,2385
Worth,Illinois,1737
Arenzville,Illinois,186
Rondout,Illinois,88.1
Deer Creek,Illinois,459
Homer,Illinois,461
Norridge,Illinois,3079
Buffalo Grove,Illinois,1678
Loraine,Illinois,137
Sammons Point,Illinois,57
Creve Coeur,Illinois,466
Gorham,Illinois,71
Warrensburg,Illinois,639
Gladstone,Illinois,265
Chadwick,Illinois,648
Millstadt,Illinois,469
Floraville,Illinois,87
Humboldt,Illinois,469
Ipava,Illinois,626
Sullivan,Illinois,627
Manteno,Illinois,699
Little York,Illinois,480
Camden,Illinois,40
Shelbyville,Illinois,431
Jerome,Illinois,1346
Burnham,Illinois,865
Gulfport,Illinois,12
Sparta,Illinois,150
North Aurora,Illinois,971
Wapella,Illinois,390
Evansville,Illinois,323
Cullom,Illinois,597
Durand,Illinois,579
Aurora,Illinois,1728
Macomb,Illinois,647
Harvard,Illinois,434
Hoffman Estates,Illinois,956
Rockford,Illinois,881
Waverly,Illinois,459
Kenney,Illinois,404
Carlinville,Illinois,636
Anchor,Illinois,284
Sugar Grove,Illinois,328
Round Lake Park,Illinois,1440
Modesto,Illinois,122
Campus,Illinois,661
Lancaster,Illinois,19.7
Hettick,Illinois,180
Patton,Illinois,81
Woodson,Illinois,483
South Chicago Heights,Illinois,997
Mount Carmel,Illinois,554
Stockland,Illinois,47.6
Glen Carbon,Illinois,497
Monmouth,Illinois,830
Inverness,Illinois,443
Brooklyn,Illinois,330
Mount Prospect,Illinois,2012
Mansfield,Illinois,632
Fulton,Illinois,557
Sunfield,Illinois,118.3
Hookdale,Illinois,19.5
Germantown,Illinois,488
Benson,Illinois,970
Flora,Illinois,402
Round Lake Beach,Illinois,2111
Brocton,Illinois,196
Wellington,Illinois,312
Bethany,Illinois,509
Divernon,Illinois,553
Livingston,Illinois,300
Richview,Illinois,82
Saint Peter,Illinois,259
Kampsville,Illinois,117
Westville,Illinois,699
Atkinson,Illinois,233
Darwin,Illinois,44.5
Le Roy,Illinois,568
Staunton,Illinois,497
Barrington Woods,Illinois,527.8
Dahlgren,Illinois,196
Mulkeytown,Illinois,236.8
Alma,Illinois,110
Forest Lake,Illinois,1462.9
Fox Lake Hills,Illinois,1783.6
Eureka,Illinois,773
Mitchell,Illinois,642.6
Whittington,Illinois,105.9
Naplate,Illinois,1631
Barnhill,Illinois,27.9
Farmersville,Illinois,296
Broadwell,Illinois,293
Cooksville,Illinois,283
Bannockburn,Illinois,300
Bloomington,Illinois,1111
Milford,Illinois,432
Bellevue,Illinois,340
Lake in the Hills,Illinois,1078
Beardstown,Illinois,602
Summum,Illinois,105.8
Victoria,Illinois,172
Dorsey,Illinois,11.9
Harmon,Illinois,299
Country Club Hills,Illinois,1324
Washburn,Illinois,589
Bush,Illinois,229
Western Springs,Illinois,1866
Nelson,Illinois,254
Olney,Illinois,481
Jamaica,Illinois,27.1
Des Plaines,Illinois,1566
Lake Fork,Illinois,44
Wyanet,Illinois,364
Roxana,Illinois,77
Bull Valley,Illinois,45
West Brooklyn,Illinois,484
Ruma,Illinois,160
Mason,Illinois,101
Palatine,Illinois,1946
Belvidere,Illinois,811
McCormick,Illinois,1.5
La Prairie,Illinois,75
Troy Grove,Illinois,135
Chrisman,Illinois,644
Heritage Lake,Illinois,555.7
Bryant,Illinois,335
Niantic,Illinois,240
Baker,Illinois,30.8
Cary,Illinois,1110
Chester,Illinois,566
Norris City,Illinois,395
Rushville,Illinois,693
Darien,Illinois,1374
Aledo,Illinois,563
Altona,Illinois,208
Roselle,Illinois,1619
Cornell,Illinois,269
Greenville,Illinois,416
Woodstock,Illinois,721
Marseilles,Illinois,208
Dundas,Illinois,142
Bingham,Illinois,114
Cisne,Illinois,402
Lawrence,Illinois,97.5
Ramsey,Illinois,387
North Henderson,Illinois,300
Jamesburg,Illinois,15.4
Mahomet,Illinois,351
Bradford,Illinois,671
Shipman,Illinois,175
Detroit,Illinois,125
Lake Forest,Illinois,440
North Chicago,Illinois,1441
Tovey,Illinois,837
Highland,Illinois,574
Pingree Grove,Illinois,857
Buffalo Prairie,Illinois,9.4
Golf,Illinois,428
Pittwood,Illinois,46.6
Armington,Illinois,440
Hebron,Illinois,237
Monroe Center,Illinois,140
Coleta,Illinois,101
East Brooklyn,Illinois,711
Rockbridge,Illinois,83
Central City,Illinois,749
Papineau,Illinois,267
Cortland,Illinois,458
Grayslake,Illinois,742
Mount Clare,Illinois,67
Greenup,Illinois,329
Geneva,Illinois,859
Collison,Illinois,33
Prestbury,Illinois,621.5
Vergennes,Illinois,312
Minonk,Illinois,323
Banner,Illinois,55
Jacksonville,Illinois,681
Milton,Illinois,269
Lost Nation,Illinois,219.2
Barrington,Illinois,863
Fox Lake,Illinois,523
Kincaid,Illinois,667
Steward,Illinois,348
Payson,Illinois,343
Winthrop Harbor,Illinois,550
O'Fallon,Illinois,738
Olive Branch,Illinois,100.1
Dover,Illinois,233
Abingdon,Illinois,846
Girard,Illinois,832
Cabery,Illinois,278
Vermilion,Illinois,104
Weldon,Illinois,596
Elwood,Illinois,134
Joy,Illinois,350
Oreana,Illinois,639
Earlville,Illinois,517
Pine Mountain Valley,Georgia,67
Blackwells,Georgia,507
Godwinsville,Georgia,20.8
Madras,Georgia,106.5
Milner,Georgia,120
Eatonton,Georgia,124
Bushnell,Georgia,49.5
Richland,Georgia,179
Edison,Georgia,242
Faceville,Georgia,33.2
Lookout Mountain,Georgia,227
Plainville,Georgia,170
Blakely,Georgia,102
Cadley,Georgia,1.4
Fort Valley,Georgia,454
Sumner,Georgia,88
Appling,Georgia,32.4
Eulonia,Georgia,28.9
Rayle,Georgia,70
Lake City,Georgia,587
Ephesus,Georgia,54
Buford,Georgia,330
Payne,Georgia,1790
Ranger,Georgia,63
Richmond Hill,Georgia,307
Tallulah Falls,Georgia,8
Modoc,Georgia,27.8
Normantown,Georgia,54.6
Atlanta,Georgia,1407
Potterville,Georgia,67.3
Uvalda,Georgia,119
Holland,Georgia,19.6
Montrose,Georgia,49
Noonday,Georgia,392.2
Lakeland,Georgia,406
McKinnon,Georgia,60.1
Boykin,Georgia,37.1
Gloster,Georgia,1027.3
Haddock,Georgia,104.7
Veal,Georgia,31.5
Mount Bethel,Georgia,864.5
Vesta,Georgia,9
Hagan,Georgia,185
Jersey,Georgia,71
Union Point,Georgia,355
Dickey,Georgia,2.6
Rentz,Georgia,105
Pitts,Georgia,145
Arabi,Georgia,34
Lakeview,Georgia,1074.6
Arnoldsville,Georgia,81
White Sulphur Springs,Georgia,66.8
Godfrey,Georgia,43.8
Moxley,Georgia,12.7
Pineview,Georgia,99
Sugar Hill,Georgia,811
Rex,Georgia,993.6
Deenwood,Georgia,301.6
Flemington,Georgia,59
Barwick,Georgia,203
Howard,Georgia,43.8
Coosa,Georgia,7.9
Allentown,Georgia,13
Crawfordville,Georgia,62
Satolah,Georgia,6.9
Durand,Georgia,35.1
Swainsboro,Georgia,229
Collins,Georgia,216
