city,state_name,density
Wesson,Arkansas,27.1
Chatfield,Arkansas,8.7
Crocketts Bluff,Arkansas,1.5
Russell,Arkansas,405
Dermott,Arkansas,292
Provo,Arkansas,22.6
Ola,Arkansas,278
Webb City,Arkansas,117.5
Penrose,Arkansas,0.8
Mountainburg,Arkansas,156
Tillar,Arkansas,108
Branch,Arkansas,42
Barling,Arkansas,186
Tyro,Arkansas,3.3
Marvell,Arkansas,265
College Station,Arkansas,152.6
Waltreak,Arkansas,0.6
Ash Flat,Arkansas,68
Amity,Arkansas,82
Mulberry,Arkansas,84
Lost Bridge Village,Arkansas,244.2
Victoria,Arkansas,40
Mineral Springs,Arkansas,200
Guion,Arkansas,58
Warm Springs,Arkansas,21.9
De Witt,Arkansas,398
Magnolia,Arkansas,336
Black Springs,Arkansas,82
Greenwood,Arkansas,336
Hickory Ridge,Arkansas,148
Pearson,Arkansas,38.4
Saratoga,Arkansas,49.2
Almyra,Arkansas,269
Caddo Gap,Arkansas,35
Camp,Arkansas,13.4
White Hall,Arkansas,279
Sidon,Arkansas,23.7
Greenland,Arkansas,154
Plainview,Arkansas,155
Landmark,Arkansas,195.4
Sedgwick,Arkansas,270
Felsenthal,Arkansas,37
Malvern,Arkansas,487
Patmos,Arkansas,218
Owensville,Arkansas,32.1
Moark,Arkansas,8.8
Valley Springs,Arkansas,127
Saint Joe,Arkansas,38
Quitman,Arkansas,146
Wiederkehr Village,Arkansas,4
Lowry,Arkansas,17.6
Cornerstone,Arkansas,0.5
Bradley,Arkansas,232
Durham,Arkansas,18.3
Gamaliel,Arkansas,6.3
Jasper,Arkansas,299
Parthenon,Arkansas,24.2
Oil Trough,Arkansas,440
Warren,Arkansas,310
Wild Cherry,Arkansas,7.5
Perry,Arkansas,231
Adona,Arkansas,82
Cypert,Arkansas,3
Clifty,Arkansas,21.8
Caldwell,Arkansas,58
Brasfield,Arkansas,23.6
Gainesville,Arkansas,46.2
Hughes,Arkansas,217
Caraway,Arkansas,210
Bonanza,Arkansas,77
Morrilton,Arkansas,297
Fargo,Arkansas,70
Vanndale,Arkansas,130.3
Tontitown,Arkansas,80
Gravette,Arkansas,88
Riverside,Arkansas,4.7
Norphlet,Arkansas,152
Murfreesboro,Arkansas,300
Cauthron,Arkansas,46.2
Gurdon,Arkansas,334
Hot Springs Village,Arkansas,244.1
Brentwood,Arkansas,23.4
Sherrill,Arkansas,223
Moscow,Arkansas,21
Yellville,Arkansas,180
Caddo Valley,Arkansas,80
Newell,Arkansas,28.2
Hiram,Arkansas,9.9
Witter,Arkansas,3.5
Hackett,Arkansas,221
Greenway,Arkansas,289
London,Arkansas,127
Pocahontas,Arkansas,343
Bryant,Arkansas,384
Reyno,Arkansas,169
Morrison Bluff,Arkansas,24
Dyess,Arkansas,148
Walnut Ridge,Arkansas,105
Jericho,Arkansas,93
Barton,Arkansas,36.8
Mitchellville,Arkansas,1035
Cash,Arkansas,369
Alix,Arkansas,24.1
Higginson,Arkansas,275
Chester,Arkansas,125
Hillemann,Arkansas,3.2
Hiwasse,Arkansas,50.4
West Point,Arkansas,162
Madison,Arkansas,155
Taylor,Arkansas,203
Salesville,Arkansas,39
Flippin,Arkansas,280
Butlerville,Arkansas,58.1
Big Flat,Arkansas,37
Altus,Arkansas,152
Roe,Arkansas,213
Lake Hamilton,Arkansas,594.4
Swain,Arkansas,9.1
Smithville,Arkansas,42
Garland,Arkansas,105
Briarcliff,Arkansas,40
Bull Shoals,Arkansas,153
Donaldson,Arkansas,196
Story,Arkansas,44.6
De Valls Bluff,Arkansas,215
Midland,Arkansas,372
Carthage,Arkansas,121
Ponca,Arkansas,13
Urbana,Arkansas,43.9
Scotland,Arkansas,10.6
Ivan,Arkansas,24.2
McCrory,Arkansas,254
Tuckerman,Arkansas,228
Wooster,Arkansas,142
Joiner,Arkansas,326
Norman,Arkansas,124
Hermitage,Arkansas,279
Weona,Arkansas,1.3
Dierks,Arkansas,235
Amy,Arkansas,19
Western Grove,Arkansas,128
Ramsey,Arkansas,1.4
Cedar Creek,Arkansas,1
Fort Smith,Arkansas,538
Dover,Arkansas,192
Mammoth Spring,Arkansas,280
Point Cedar,Arkansas,16.9
Driggs,Arkansas,7.7
Gum Springs,Arkansas,111
Waldo,Arkansas,212
Delaplaine,Arkansas,40
Russellville,Arkansas,400
Southside,Arkansas,155
Oneida,Arkansas,6.7
Lead Hill,Arkansas,162
Bergman,Arkansas,133
Smale,Arkansas,6.3
Belleville,Arkansas,87
Denning,Arkansas,112
Franklin,Arkansas,34
Ulm,Arkansas,235
Highland,Arkansas,48
Etowah,Arkansas,20
Cherry Valley,Arkansas,265
Trumann,Arkansas,551
Staves,Arkansas,21.6
Osage,Arkansas,12.1
Marianna,Arkansas,381
Dixie,Arkansas,1.4
Swifton,Arkansas,523
Damascus,Arkansas,78
Cherokee City,Arkansas,65
Mount Vernon,Arkansas,56
Murray,Arkansas,4.4
Salus,Arkansas,3.1
Witts Springs,Arkansas,1.7
Cotter,Arkansas,150
Winslow,Arkansas,90
Bigelow,Arkansas,148
Gosnell,Arkansas,756
Chicot,Arkansas,6.6
Florence,Arkansas,7.8
Bentonville,Arkansas,600
Moro,Arkansas,73
Anthonyville,Arkansas,740
Uniontown,Arkansas,55.1
Urbanette,Arkansas,21.9
Hon,Arkansas,39.2
Lake Village,Arkansas,355
Rye,Arkansas,12.3
Parks,Arkansas,20.6
Central City,Arkansas,86
Hector,Arkansas,79
Cabot,Arkansas,503
Rison,Arkansas,150
Moorefield,Arkansas,46
Hagarville,Arkansas,11.5
Curtis,Arkansas,53.1
Ladelle,Arkansas,23.9
Mayflower,Arkansas,242
Bearden,Arkansas,209
Hazen,Arkansas,154
Sulphur Rock,Arkansas,142
Watson,Arkansas,396
Auvergne,Arkansas,9.7
Saint Paul,Arkansas,145
Grubbs,Arkansas,244
Cammack Village,Arkansas,1007
Marie,Arkansas,204
Banner,Arkansas,13.7
Jacksonville,Arkansas,385
Cornerville,Arkansas,6.4
Ferndale,Arkansas,42.8
Pleasant Plains,Arkansas,153
Holly Grove,Arkansas,205
Readland,Arkansas,42.6
Casa,Arkansas,59
Omaha,Arkansas,177
Pike City,Arkansas,17.8
Maysville,Arkansas,57
Yorktown,Arkansas,0.5
Melbourne,Arkansas,114
Lambrook,Arkansas,6.5
Cass,Arkansas,85.2
Marble,Arkansas,33.9
Ida,Arkansas,30.5
Paragould,Arkansas,349
Limestone,Arkansas,2.2
Clarkridge,Arkansas,12.1
Tupelo,Arkansas,206
Altheimer,Arkansas,159
Marked Tree,Arkansas,167
Emerson,Arkansas,133
Dumas,Arkansas,509
Texarkana,Arkansas,278
New Edinburg,Arkansas,20.9
Burdette,Arkansas,93
Scott,Arkansas,17.8
Pangburn,Arkansas,414
Grays,Arkansas,6.6
Oakland,Arkansas,10.8
Wideman,Arkansas,5.1
Gateway,Arkansas,28
Albany,Vermont,47
Arlington,Vermont,243.9
Barnet,Vermont,85
Groton,Vermont,112.2
Barre,Vermont,847
Shelburne,Vermont,300
West Pawlet,Vermont,121.8
Chelsea,Vermont,115.9
Irasburg,Vermont,82.3
Waterbury,Vermont,376
East Montpelier,Vermont,140.8
Saxtons River,Vermont,449
Winooski,Vermont,1952
Island Pond,Vermont,370.6
Manchester Center,Vermont,173.2
Cavendish,Vermont,58.8
West Topsham,Vermont,64.8
Newport,Vermont,284
Northfield,Vermont,475.7
North Bennington,Vermont,333
Perkinsville,Vermont,262
Concord,Vermont,166
Montpelier,Vermont,287
Plainfield,Vermont,284.3
Troy,Vermont,116.6
Manchester,Vermont,80
North Wolcott,Vermont,46.1
Windsor,Vermont,1438.7
Brattleboro,Vermont,566.7
Rochester,Vermont,157.1
Jeffersonville,Vermont,381
Beecher Falls,Vermont,54.3
Bennington,Vermont,2061.3
Brandon,Vermont,620.8
East Barre,Vermont,196.1
Williamstown,Vermont,369.1
Burlington,Vermont,1582
South Shaftsbury,Vermont,490.3
Lyndonville,Vermont,634
Waitsfield,Vermont,104
Stowe,Vermont,376.3
Websterville,Vermont,234.6
Saint Albans,Vermont,1295
Wilder,Vermont,877.7
South Royalton,Vermont,323.6
East Burke,Vermont,65.8
Jericho,Vermont,380.2
Johnson,Vermont,494
West Burke,Vermont,271
Castleton,Vermont,568
Morrisville,Vermont,404
Barton,Vermont,215
Chester,Vermont,315.4
Derby Line,Vermont,335
Cambridge,Vermont,76
Derby Center,Vermont,153
South Burlington,Vermont,448
Newport Center,Vermont,304.6
Glover,Vermont,255.6
Orleans,Vermont,313
Hinesburg,Vermont,354.1
Quechee,Vermont,229.7
Middlebury,Vermont,962
West Brattleboro,Vermont,618.3
Woodstock,Vermont,333
Fairfield,Vermont,20
Richmond,Vermont,395.2
Enosburg Falls,Vermont,140
Fairlee,Vermont,148.6
South Barre,Vermont,227.4
North Westminster,Vermont,292.2
Essex Junction,Vermont,904
White River Junction,Vermont,1149.2
Newbury,Vermont,27
North Hartland,Vermont,166.4
Bethel,Vermont,172.1
Poultney,Vermont,987
Alburg,Vermont,173.8
Readsboro,Vermont,266.3
North Springfield,Vermont,133
East Middlebury,Vermont,198.1
Benson,Vermont,56
Bradford,Vermont,523.5
East Randolph,Vermont,96.6
Proctorsville,Vermont,235.3
Rutland,Vermont,788
Fairfax,Vermont,279.6
Greensboro,Vermont,45.5
Dorset,Vermont,76.8
Hyde Park,Vermont,163
Worcester,Vermont,96.3
Canaan,Vermont,274.1
West Dover,Vermont,18.5
West Rutland,Vermont,679.8
Putney,Vermont,185.2
Newfane,Vermont,244
Westminster,Vermont,78
Cabot,Vermont,121.8
Danville,Vermont,239.5
Fair Haven,Vermont,639.5
Springfield,Vermont,955.1
Lowell,Vermont,60
Old Bennington,Vermont,139
Hartland,Vermont,163.1
Marshfield,Vermont,382
Norwich,Vermont,225.5
Ascutney,Vermont,95.6
Wells,Vermont,218.5
North Troy,Vermont,117
Vergennes,Vermont,398
Jacksonville,Vermont,72
Milton,Vermont,778.7
Hardwick,Vermont,888.4
Swanton,Vermont,1216
Coventry,Vermont,60.1
Wilmington,Vermont,216.2
Ludlow,Vermont,224
Bellows Falls,Vermont,849
Bristol,Vermont,1019.1
Richford,Vermont,823
Saint Johnsbury,Vermont,1528.5
Wallingford,Vermont,549.6
Pittsford,Vermont,138
Graniteville,Vermont,233.7
Greensboro Bend,Vermont,169
Randolph,Vermont,433.6
Wells River,Vermont,79
Olmsted,Illinois,34
McClure,Illinois,82
Pleasant Hill,Illinois,458
Burgess,Illinois,43.7
Toledo,Illinois,516
Lodge,Illinois,45.3
Pomona,Illinois,26.7
Liverpool,Illinois,578
Oakdale,Illinois,50
Casey,Illinois,481
Leaf River,Illinois,191
Beecher City,Illinois,195
East Alton,Illinois,441
Homer Glen,Illinois,428
Beecher,Illinois,591
Waterloo,Illinois,491
Montrose,Illinois,110
Industry,Illinois,377
Henry,Illinois,502
Exeter,Illinois,34
Okawville,Illinois,259
Paw Paw,Illinois,534
Taylor Springs,Illinois,254
Chicago Ridge,Illinois,2415
Libertyville,Illinois,897
Windsor,Illinois,707
Elburn,Illinois,724
Coalton,Illinois,210
Keyesport,Illinois,234
Willow Springs,Illinois,531
New Lenox,Illinois,659
Sherman,Illinois,568
Gilson,Illinois,253.2
Hamilton,Illinois,300
Broadlands,Illinois,414
Irwin,Illinois,703
Burbank,Illinois,2666
Algonquin,Illinois,977
South Jacksonville,Illinois,527
Ohio,Illinois,234
Hanover Park,Illinois,2313
Lockport,Illinois,858
Green Valley,Illinois,859
Russellville,Illinois,72
Quincy,Illinois,980
Harvey,Illinois,1549
Oquawka,Illinois,335
Browns,Illinois,170
Harvel,Illinois,114
South Holland,Illinois,1159
Seymour,Illinois,410.6
Downs,Illinois,143
Vernon,Illinois,52
Maywood,Illinois,3360
LaPlace,Illinois,105.1
Lake Catherine,Illinois,393.5
Brighton,Illinois,443
Grayville,Illinois,289
Mokena,Illinois,871
Long Grove,Illinois,252
Orion,Illinois,764
Toulon,Illinois,447
Chauncey,Illinois,7.6
Elk Grove Village,Illinois,1105
Old Mill Creek,Illinois,6
Lakewood,Illinois,322
Countryside,Illinois,799
Irving,Illinois,216
Gardner,Illinois,186
Hartford,Illinois,113
Greenview,Illinois,331
Golden Eagle,Illinois,7.3
Cicero,Illinois,5434
Mount Morris,Illinois,657
Bunker Hill,Illinois,517
Peoria Heights,Illinois,900
Saint James,Illinois,22.6
Pinkstaff,Illinois,46.7
Kenilworth,Illinois,1599
Marissa,Illinois,98
Arlington,Illinois,180
La Rose,Illinois,202
Montgomery,Illinois,812
Newark,Illinois,355
Rosewood Heights,Illinois,637.7
Lily Cache,Illinois,732.7
Addison,Illinois,1458
Harrisburg,Illinois,513
Bone Gap,Illinois,152
Pesotum,Illinois,361
Hopewell,Illinois,137
Oak Brook,Illinois,391
Jonesboro,Illinois,246
Vandalia,Illinois,332
Yorkfield,Illinois,2061.1
Aviston,Illinois,510
Martinsville,Illinois,210
Goodings Grove,Illinois,655
Lotus Woods,Illinois,992.9
Galva,Illinois,337
Dwight,Illinois,477
River Forest,Illinois,1733
Miller City,Illinois,3.4
Cairo,Illinois,126
Metamora,Illinois,703
Milan,Illinois,315
Crainville,Illinois,322
Frankfort,Illinois,487
Long Lake,Illinois,1159.2
Evanston,Illinois,3710
Pleasant Plains,Illinois,220
Congerville,Illinois,196
Golden Gate,Illinois,340
Kinderhook,Illinois,91
Otterville,Illinois,44
Karnak,Illinois,96
New Milford,Illinois,184
Chatham,Illinois,697
Godfrey,Illinois,195
Freeport,Illinois,790
Alorton,Illinois,413
Joslin,Illinois,41.8
Cambridge,Illinois,408
Clinton,Illinois,742
Hord,Illinois,17.7
Sunny Crest,Illinois,821.6
Blandinsville,Illinois,267
Orangeville,Illinois,457
Hartsburg,Illinois,840
Wataga,Illinois,372
Arlington Heights,Illinois,1759
Princeville,Illinois,388
Rankin,Illinois,354
Gays,Illinois,249
Medinah,Illinois,505
Deerfield,Illinois,1323
Stillman Valley,Illinois,749
Manito,Illinois,408
Lake Camelot,Illinois,376.7
Markham,Illinois,895
De Soto,Illinois,652
Scarboro,Illinois,28.4
Flanagan,Illinois,716
Crab Orchard,Illinois,144.3
Lee Center,Illinois,143.3
New Burnside,Illinois,77
Malden,Illinois,487
Charleston,Illinois,937
Belle Rive,Illinois,157
Channahon,Illinois,329
Baylis,Illinois,163
Thomasboro,Illinois,430
Gifford,Illinois,945
Millington,Illinois,372
Hillside,Illinois,975
Spring Valley,Illinois,274
Chicago,Illinois,4613
Farmington,Illinois,609
Ferris,Illinois,28
DeKalb,Illinois,1038
Marengo,Illinois,366
Lincolnshire,Illinois,615
Albers,Illinois,528
Dunlap,Illinois,264
Posen,Illinois,1953
Illiopolis,Illinois,722
Caledonia,Illinois,71
Mill Shoals,Illinois,99
Ellis Grove,Illinois,273
Ogden,Illinois,536
Benton,Illinois,490
Ludlow,Illinois,352
Atwood,Illinois,729
Rardin,Illinois,82.1
Cutler,Illinois,348
Buckley,Illinois,631
Wood River,Illinois,567
Leland,Illinois,671
Willow Hill,Illinois,84
Trenton,Illinois,767
Mason City,Illinois,830
Kingston,Illinois,459
Chandlerville,Illinois,226
Hillcrest,Illinois,149
Lisbon,Illinois,67
Thayer,Illinois,425
Trowbridge,Illinois,26.8
Elkville,Illinois,445
Union,Illinois,261
Fults,Illinois,182
Third Lake,Illinois,771
Anna,Illinois,454
Mount Pulaski,Illinois,509
Saunemin,Illinois,636
Havana,Illinois,432
Westervelt,Illinois,190.5
Benld,Illinois,528
Old Shawneetown,Illinois,127
West Frankfort,Illinois,617
Oneida,Illinois,341
West Peoria,Illinois,913
Carpentersville,Illinois,1866
Mattoon,Illinois,670
Washington,Illinois,766
Andover,Illinois,222
Rio,Illinois,261
Rockport,Illinois,21.4
Indianola,Illinois,263
Martinton,Illinois,497
Butler,Illinois,115
Walnut Hill,Illinois,108
Carrier Mills,Illinois,510
Buncombe,Illinois,66
Merna,Illinois,4.4
Clay City,Illinois,198
Pleasant Mound,Illinois,24.6
Edgar,Illinois,43.8
Zeigler,Illinois,495
Emington,Illinois,369
Lima,Illinois,318
Thomson,Illinois,90
Irvington,Illinois,234
Taylorville,Illinois,398
Rapids City,Illinois,230
Eagerville,Illinois,159
Lostant,Illinois,167
Beach Park,Illinois,764
State Park Place,Illinois,804
Indian Creek,Illinois,775
Crescent City,Illinois,439
New Bedford,Illinois,153
Stallings,Illinois,93.9
Braceville,Illinois,90
Dixmoor,Illinois,1127
Hickory Hills,Illinois,1904
Donovan,Illinois,337
Dowell,Illinois,384
Fayetteville,Illinois,445
Elgin,Illinois,1155
Fillmore,Illinois,119
Valmeyer,Illinois,142
La Clede,Illinois,122.6
Mechanicsburg,Illinois,237
Kinmundy,Illinois,283
Harrison,Illinois,265.9
Cleveland,Illinois,195
Lynwood,Illinois,726
Lake Ka-Ho,Illinois,306
Hopedale,Illinois,639
Lindenwood,Illinois,144.3
Berwyn,Illinois,5493
Athens,Illinois,438
Potomac,Illinois,566
Cordova,Illinois,422
Georgetown,Illinois,786
Mount Auburn,Illinois,178
Stoy,Illinois,46
Mendota,Illinois,542
Newman,Illinois,523
Lemont,Illinois,813
Fairview,Illinois,44
Saybrook,Illinois,333
Mitchellsville,Illinois,23.4
Morris,Illinois,574
Grant Park,Illinois,142
Ashland,Illinois,640
Rinard,Illinois,61
Oak Forest,Illinois,1782
Woosung,Illinois,78.9
Dix,Illinois,83
Towanda,Illinois,237
Russell,Illinois,31.9
Sheldon,Illinois,508
Cave-in-Rock,Illinois,298
Hazel Crest,Illinois,1575
Ewing,Illinois,115
Bay View Garden,Illinois,358.1
Odell,Illinois,341
Astoria,Illinois,705
Barrington Hills,Illinois,60
Andalusia,Illinois,383
De Witt,Illinois,264
Bonfield,Illinois,283
Roberts,Illinois,265
Varna,Illinois,465
Hainesville,Illinois,762
Bondville,Illinois,677
Cisco,Illinois,262
Waynesville,Illinois,498
Dupo,Illinois,237
Elmwood,Illinois,557
Naperville,Illinois,1473
Warren,Illinois,498
Garrett,Illinois,464
Woodlawn,Illinois,309
Granite City,Illinois,573
Saint Elmo,Illinois,449
Jerseyville,Illinois,616
National City,Illinois,0
Lee,Illinois,643
Pittsfield,Illinois,358
Cuba,Illinois,850
Peoria,Illinois,904
Cedar Point,Illinois,98
Oconee,Illinois,185
Saint Rose,Illinois,264
Pocahontas,Illinois,379
Sycamore,Illinois,706
Rock City,Illinois,756
White Ash,Illinois,103.9
Macon,Illinois,302
West Point,Illinois,386
Madison,Illinois,101
Oglesby,Illinois,342
Essex,Illinois,127
Cameron,Illinois,128.9
Marley,Illinois,289.2
Crystal Lake,Illinois,819
Fairfield,Illinois,480
Meppen,Illinois,17.9
Henning,Illinois,60
Tolono,Illinois,645
Goodenow,Illinois,24.3
Coello,Illinois,205.4
Carlock,Illinois,508
Reddick,Illinois,244
Ingalls Park,Illinois,1883.1
Norwood,Illinois,633
Maryville,Illinois,571
Pontoon Beach,Illinois,218
Beckemeyer,Illinois,633
Belleville,Illinois,694
Du Quoin,Illinois,321
Golden,Illinois,386
Johnsonville,Illinois,138
Pinckneyville,Illinois,506
Volo,Illinois,538
German Valley,Illinois,347
Royalton,Illinois,389
Oakwood,Illinois,637
Kell,Illinois,80
Hudson,Illinois,799
Malta,Illinois,732
Deer Grove,Illinois,38
Virgil,Illinois,61
Sleepy Hollow,Illinois,640
Hillsboro,Illinois,355
Cherry Hill,Illinois,1415.1
Hazel Green,Illinois,668.4
Bensenville,Illinois,1286
Mount Vernon,Illinois,394
Literberry,Illinois,13.6
Hillsdale,Illinois,305
River Grove,Illinois,1630
Park Ridge,Illinois,2042
Maquon,Illinois,651
Iroquois,Illinois,91
Dallas City,Illinois,144
East Gillespie,Illinois,322
Fairmount,Illinois,749
Pawnee,Illinois,819
Clifton,Illinois,596
Ellsworth,Illinois,330
Valier,Illinois,222
Keenes,Illinois,247
Orient,Illinois,180
Bushnell,Illinois,534
Plainville,Illinois,428
Allerton,Illinois,157
Fairmont City,Illinois,159
Metropolis,Illinois,399
Columbia,Illinois,386
Verona,Illinois,500
Lenzburg,Illinois,164
Signal Hill,Illinois,590.7
Standard,Illinois,112
El Paso,Illinois,495
Willowbrook,Illinois,1222
Atlanta,Illinois,497
Easton,Illinois,476
Calumet Park,Illinois,2692
Hopkins Park,Illinois,58
Centralia,Illinois,586
Lincoln Estates,Illinois,813.5
Valley View,Illinois,874.7
Lynnville,Illinois,558
Galesburg,Illinois,669
Sauk Village,Illinois,1039
Holder,Illinois,31
Lacon,Illinois,429
Mundelein,Illinois,1270
Fidelity,Illinois,376
Burlington,Illinois,34
Silvis,Illinois,683
Midlothian,Illinois,2004
Elsah,Illinois,222
Dalton City,Illinois,328
Sheffield,Illinois,478
Equality,Illinois,234
Mineral,Illinois,149
Paderborn,Illinois,51.6
Coal City,Illinois,394
Latham,Illinois,501
Harwood Heights,Illinois,3981
Morton Grove,Illinois,1756
Buckner,Illinois,199
Breese,Illinois,649
Long Creek,Illinois,175
Cedarville,Illinois,597
Percy,Illinois,375
Eddyville,Illinois,137
Cissna Park,Illinois,434
Baldwin,Illinois,202
Tower Lake,Illinois,527
Justice,Illinois,1745
Thornton,Illinois,398
Onarga,Illinois,420
Lansing,Illinois,1447
Lisle,Illinois,1257
McCook,Illinois,33
Centreville,Illinois,462
New Salem,Illinois,48
Secor,Illinois,479
Cropsey,Illinois,110.6
Tilden,Illinois,354
Tamms,Illinois,85
Wayne City,Illinois,230
Westmont,Illinois,1912
Arrowsmith,Illinois,543
Time,Illinois,19
Damiansville,Illinois,231
Freeburg,Illinois,243
Alsey,Illinois,148
Lebanon,Illinois,691
Oakwood Hills,Illinois,674
Bath,Illinois,332
Roseville,Illinois,452
Spring Bay,Illinois,238
Melrose Park,Illinois,2295
Media,Illinois,21
Calhoun,Illinois,70
Plainfield,Illinois,695
Broadview,Illinois,1689
Hume,Illinois,253
Noble,Illinois,250
Apple Canyon Lake,Illinois,72.5
Cobden,Illinois,348
Carrollton,Illinois,495
Joliet,Illinois,898
Carterville,Illinois,426
Bardolph,Illinois,155
Riverton,Illinois,555
Hamel,Illinois,272
Prospect Heights,Illinois,1468
Apple River,Illinois,191
Yale,Illinois,57
Camp Point,Illinois,375
Phoenix,Illinois,1622
Thebes,Illinois,77
Fithian,Illinois,469
Morton,Illinois,482
Wyoming,Illinois,594
Coatsburg,Illinois,450
Horatio Gardens,Illinois,2124.3
Brookfield,Illinois,2356
Prophetstown,Illinois,555
Lakemoor,Illinois,467
Cypress,Illinois,120
Pecatonica,Illinois,628
Frankfort Square,Illinois,2398.8
Camargo,Illinois,139
Biggsville,Illinois,314
Lilymoor,Illinois,763.4
Griggsville,Illinois,417
Avon,Illinois,627
Mettawa,Illinois,40
Wasson,Illinois,102.8
Minooka,Illinois,464
Augusta,Illinois,298
Fieldon,Illinois,426
Lindenhurst,Illinois,1237
Rome,Illinois,587.1
Edwardsville,Illinois,486
North Pekin,Illinois,437
Clark Center,Illinois,58.6
Pittsburg,Illinois,104
Panola,Illinois,44
Neponset,Illinois,164
Glenview,Illinois,1312
Danvers,Illinois,503
Clarendon Hills,Illinois,1873
Deer Park,Illinois,389
Robbs,Illinois,1.6
Venetian Village,Illinois,1263.2
Petersburg,Illinois,548
Peru,Illinois,401
Poag,Illinois,54.8
Elizabeth,Illinois,349
Vernon Hills,Illinois,1318
Cornland,Illinois,126.9
Sandoval,Illinois,470
Streator,Illinois,728
Basco,Illinois,158
Bloomingdale,Illinois,1255
Creston,Illinois,220
Fenton,Illinois,64.1
Westfield,Illinois,220
Eldena,Illinois,152.4
Normal,Illinois,1123
Goofy Ridge,Illinois,222.9
Collinsville,Illinois,650
Monee,Illinois,448
Fairbury,Illinois,757
Erie,Illinois,409
Longview,Illinois,235
Spillertown,Illinois,212
Smithton,Illinois,345
Neoga,Illinois,439
Royal,Illinois,637
Danforth,Illinois,465
Diamond,Illinois,513
Rolling Meadows,Illinois,1645
Osman,Illinois,7.9
Hoffman,Illinois,370
Palmer,Illinois,83
Half Day,Illinois,973.3
Emden,Illinois,777
Litchfield,Illinois,304
Blue Mound,Illinois,714
Beverly,Illinois,15.4
Riverwoods,Illinois,353
Rosiclare,Illinois,209
Wonder Lake,Illinois,315
Concord,Illinois,226
Stickney,Illinois,1343
Dolton,Illinois,1926
Hurst,Illinois,356
Forreston,Illinois,582
Prairie City,Illinois,135
Wood Dale,Illinois,1128
Cherry,Illinois,331
York Center,Illinois,2383.9
Alto Pass,Illinois,68
Danville,Illinois,674
Dalzell,Illinois,264
Naples,Illinois,77
Gurnee,Illinois,880
Logan,Illinois,124
Rockton,Illinois,525
Galatia,Illinois,178
Spaulding,Illinois,421
Antioch,Illinois,680
Somonauk,Illinois,292
Hanna City,Illinois,356
Hardin,Illinois,167
Williamsville,Illinois,457
Akin,Illinois,54
Summit,Illinois,2055
Millbrook,Illinois,63
Grand Tower,Illinois,177
Lake Zurich,Illinois,1124
Burtons Bridge,Illinois,635
Glenwood,Illinois,1064
Galena,Illinois,279
West Union,Illinois,202.8
Peotone,Illinois,858
Menominee,Illinois,49
Owaneco,Illinois,192
Sibley,Illinois,191
Hamletsburg,Illinois,27.1
Barry,Illinois,345
La Salle,Illinois,273
Seaton,Illinois,49
Hull,Illinois,91
Kansas,Illinois,274
Lyndon,Illinois,307
Fisher,Illinois,565
Mount Zion,Illinois,532
Westview,Illinois,156.8
Kappa,Illinois,250
Lexington,Illinois,385
Mount Erie,Illinois,84
Northfield,Illinois,654
Kinsman,Illinois,547
Arbury Hills,Illinois,2108.2
Ridgewood,Illinois,1465.5
Fall Creek,Illinois,39.2
South Roxana,Illinois,500
New Windsor,Illinois,568.4
Orland Park,Illinois,1031
Germantown Hills,Illinois,855
Tilton,Illinois,311
Lawrenceville,Illinois,775
Manchester,Illinois,99
Mossville,Illinois,163.8
Bellwood,Illinois,3061
Oak Hills,Illinois,231.2
Coffeen,Illinois,210
Scales Mound,Illinois,221
Indian Head Park,Illinois,1571
Keithsburg,Illinois,87
Winslow,Illinois,272
Chestnut,Illinois,352.9
Cloverdale,Illinois,419.3
Tuscola,Illinois,620
Herscher,Illinois,324
Berlin,Illinois,68
Elmhurst,Illinois,1755
McLean,Illinois,714
Golconda,Illinois,506
Bluff City,Illinois,47.8
Murrayville,Illinois,441
Kane,Illinois,292
Carbon Cliff,Illinois,381
Chenoa,Illinois,275
Lake Barrington,Illinois,331
Loda,Illinois,107
Ransom,Illinois,140
Forest Park,Illinois,2242
Maroa,Illinois,374
Heyworth,Illinois,382
Island Lake,Illinois,936
Grand Ridge,Illinois,442
Pearl,Illinois,33
Stonington,Illinois,732
Riverside,Illinois,1706
Bourbonnais,Illinois,751
Klondike,Illinois,724.5
Coyne Center,Illinois,419.9
Nilwood,Illinois,190
Littleton,Illinois,55
El Dara,Illinois,29
New Minden,Illinois,259
Nauvoo,Illinois,122
Keensburg,Illinois,306
Oakbrook Terrace,Illinois,658
Waterman,Illinois,398
Rosemont,Illinois,894
Round Lake Heights,Illinois,1806
Wilsonville,Illinois,226
Marshall,Illinois,399
Saint Joseph,Illinois,733
Round Lake,Illinois,1301
Venice,Illinois,402
Flossmoor,Illinois,984
Forest City,Illinois,170
Cottage Hills,Illinois,761.9
Alsip,Illinois,1128
Burnt Prairie,Illinois,242
Piper City,Illinois,538
Streamwood,Illinois,1982
Red Bud,Illinois,559
Warrenville,Illinois,942
Nashville,Illinois,434
Dunfermline,Illinois,820
Plano,Illinois,498
Du Bois,Illinois,69
Iuka,Illinois,231
Meredosia,Illinois,457
Teutopolis,Illinois,362
Standard City,Illinois,88
Forest View,Illinois,227
Hampton,Illinois,423
Bogota,Illinois,38.7
Yorkville,Illinois,374
Ellisville,Illinois,130
Waggoner,Illinois,375
Hillview,Illinois,86
